p1,p2,ptype,fid1,fid2,tags,set,nsamples,pp,new_type,old_tags,label
F0234/MID2,F0234/MID5,ms,F0234,F0234,219,0,10,F0234.MID2.MID5,,ms,2
F0882/MID2,F0882/MID3,md,F0882,F0882,835,0,10,F0882.MID2.MID3,,md,3
F0449/MID3,F0449/MID2,fd,F0449,F0449,421,0,8,F0449.MID3.MID2,,fd,1
F0618/MID5,F0618/MID1,fs,F0618,F0618,581,0,18,F0618.MID5.MID1,,fs,0
F0319/MID1,F0319/MID2,md,F0319,F0319,298,0,32,F0319.MID1.MID2,,md,3
F0639/MID1,F0639/MID3,ms,F0639,F0639,601,0,2,F0639.MID1.MID3,,ms,2
F0989/MID4,F0989/MID2,fd,F0989,F0989,941,0,18,F0989.MID4.MID2,,fd,1
F0418/MID3,F0418/MID1,ms,F0418,F0418,390,0,60,F0418.MID3.MID1,,ms,2
F0976/MID7,F0976/MID1,ms,F0976,F0976,928,0,38,F0976.MID7.MID1,,ms,2
F0734/MID2,F0734/MID3,ms,F0734,F0734,690,0,6,F0734.MID2.MID3,,ms,2
F0373/MID1,F0373/MID4,md,F0373,F0373,349,0,35,F0373.MID1.MID4,,md,3
F0778/MID3,F0778/MID1,fs,F0778,F0778,733,0,50,F0778.MID3.MID1,,fs,0
F0355/MID2,F0355/MID3,fd,F0355,F0355,332,0,60,F0355.MID2.MID3,,fd,1
F0274/MID1,F0274/MID2,ms,F0274,F0274,257,0,35,F0274.MID1.MID2,,ms,2
F0759/MID5,F0759/MID8,md,F0759,F0759,715,0,2,F0759.MID5.MID8,,md,3
F0746/MID3,F0746/MID2,ms,F0746,F0746,702,0,12,F0746.MID3.MID2,,ms,2
F0535/MID4,F0535/MID2,fs,F0535,F0535,502,0,4,F0535.MID4.MID2,,fs,0
F0817/MID5,F0817/MID2,md,F0817,F0817,771,0,3,F0817.MID5.MID2,,md,3
F0459/MID6,F0459/MID2,md,F0459,F0459,431,0,1,F0459.MID6.MID2,,md,3
F0271/MID1,F0271/MID2,fd,F0271,F0271,254,0,63,F0271.MID1.MID2,,fd,1
F0251/MID1,F0251/MID9,fs,F0251,F0251,236,0,16,F0251.MID1.MID9,,fs,0
F0036/MID7,F0036/MID2,fd,F0036,F0036,31,0,6,F0036.MID7.MID2,,fd,1
F0190/MID3,F0190/MID2,ms,F0190,F0190,179,0,6,F0190.MID3.MID2,,ms,2
F0107/MID9,F0107/MID1,ms,F0107,F0107,99,0,20,F0107.MID9.MID1,,ms,2
F0738/MID1,F0738/MID6,md,F0738,F0738,694,0,28,F0738.MID1.MID6,,md,3
F0701/MID2,F0701/MID1,fd,F0701,F0701,660,0,27,F0701.MID2.MID1,,fd,1
F0989/MID3,F0989/MID1,md,F0989,F0989,941,0,40,F0989.MID3.MID1,,md,3
F0272/MID5,F0272/MID4,md,F0272,F0272,255,0,14,F0272.MID5.MID4,,md,3
F0549/MID3,F0549/MID2,fs,F0549,F0549,516,0,27,F0549.MID3.MID2,,fs,0
F0892/MID2,F0892/MID4,fs,F0892,F0892,845,0,70,F0892.MID2.MID4,,fs,0
F0303/MID1,F0303/MID5,fs,F0303,F0303,284,0,87,F0303.MID1.MID5,,fs,0
F0117/MID2,F0117/MID5,md,F0117,F0117,109,0,18,F0117.MID2.MID5,,md,3
F0506/MID2,F0506/MID6,md,F0506,F0506,473,0,18,F0506.MID2.MID6,,md,3
F0552/MID7,F0552/MID8,md,F0552,F0552,519,0,2,F0552.MID7.MID8,,md,3
F0991/MID2,F0991/MID5,md,F0991,F0991,943,0,40,F0991.MID2.MID5,,md,3
F0515/MID1,F0515/MID4,fs,F0515,F0515,482,0,49,F0515.MID1.MID4,,fs,0
F0271/MID3,F0271/MID2,md,F0271,F0271,254,0,28,F0271.MID3.MID2,,md,3
F0402/MID2,F0402/MID5,md,F0402,F0402,374,0,40,F0402.MID2.MID5,,md,3
F0476/MID4,F0476/MID1,md,F0476,F0476,446,0,16,F0476.MID4.MID1,,md,3
F0961/MID7,F0961/MID8,ms,F0961,F0961,913,0,8,F0961.MID7.MID8,,ms,2
F0171/MID1,F0171/MID3,fd,F0171,F0171,162,0,42,F0171.MID1.MID3,,fd,1
F0650/MID4,F0650/MID1,ms,F0650,F0650,611,0,4,F0650.MID4.MID1,,ms,2
F0971/MID1,F0971/MID3,ms,F0971,F0971,923,0,45,F0971.MID1.MID3,,ms,2
F0117/MID1,F0117/MID3,fs,F0117,F0117,109,0,24,F0117.MID1.MID3,,fs,0
F0793/MID3,F0793/MID1,fd,F0793,F0793,747,0,10,F0793.MID3.MID1,,fd,1
F0565/MID2,F0565/MID1,md,F0565,F0565,531,0,40,F0565.MID2.MID1,,md,3
F0642/MID4,F0642/MID7,ms,F0642,F0642,603,0,24,F0642.MID4.MID7,,ms,2
F0780/MID3,F0780/MID1,md,F0780,F0780,735,0,80,F0780.MID3.MID1,,md,3
F0613/MID3,F0613/MID2,ms,F0613,F0613,576,0,6,F0613.MID3.MID2,,ms,2
F0465/MID4,F0465/MID2,fd,F0465,F0465,435,0,7,F0465.MID4.MID2,,fd,1
F0690/MID2,F0690/MID10,md,F0690,F0690,650,0,3,F0690.MID2.MID10,,md,3
F0552/MID2,F0552/MID12,ms,F0552,F0552,519,0,16,F0552.MID2.MID12,,ms,2
F0891/MID1,F0891/MID2,md,F0891,F0891,844,0,40,F0891.MID1.MID2,,md,3
F0163/MID1,F0163/MID6,fd,F0163,F0163,154,0,45,F0163.MID1.MID6,,fd,1
F0149/MID2,F0149/MID4,md,F0149,F0149,140,0,6,F0149.MID2.MID4,,md,3
F0291/MID1,F0291/MID5,md,F0291,F0291,273,0,80,F0291.MID1.MID5,,md,3
F0529/MID2,F0529/MID3,fd,F0529,F0529,496,0,18,F0529.MID2.MID3,,fd,1
F0207/MID1,F0207/MID2,fd,F0207,F0207,195,0,143,F0207.MID1.MID2,,fd,1
F0024/MID2,F0024/MID1,md,F0024,F0024,21,0,32,F0024.MID2.MID1,,md,3
F0020/MID11,F0020/MID3,md,F0020,F0020,17,0,3,F0020.MID11.MID3,,md,3
F0246/MID5,F0246/MID7,fs,F0246,F0246,231,0,2,F0246.MID5.MID7,,fs,0
F0579/MID9,F0579/MID1,fd,F0579,F0579,544,0,24,F0579.MID9.MID1,,fd,1
F0229/MID1,F0229/MID3,fd,F0229,F0229,215,0,28,F0229.MID1.MID3,,fd,1
F0376/MID1,F0376/MID5,fs,F0376,F0376,352,0,80,F0376.MID1.MID5,,fs,0
F0598/MID5,F0598/MID3,md,F0598,F0598,562,0,80,F0598.MID5.MID3,,md,3
F0143/MID2,F0143/MID3,md,F0143,F0143,134,0,176,F0143.MID2.MID3,,md,3
F0742/MID1,F0742/MID2,fd,F0742,F0742,698,0,40,F0742.MID1.MID2,,fd,1
F0296/MID3,F0296/MID1,md,F0296,F0296,277,0,18,F0296.MID3.MID1,,md,3
F0141/MID1,F0141/MID5,fd,F0141,F0141,132,0,40,F0141.MID1.MID5,,fd,1
F0878/MID1,F0878/MID5,fd,F0878,F0878,831,0,10,F0878.MID1.MID5,,fd,1
F1018/MID6,F1018/MID1,md,F1018,F1018,962,0,55,F1018.MID6.MID1,,md,3
F0829/MID2,F0829/MID3,ms,F0829,F0829,783,0,16,F0829.MID2.MID3,,ms,2
F0822/MID3,F0822/MID1,ms,F0822,F0822,776,0,2,F0822.MID3.MID1,,ms,2
F0529/MID6,F0529/MID4,ms,F0529,F0529,496,0,27,F0529.MID6.MID4,,ms,2
F0234/MID1,F0234/MID5,fs,F0234,F0234,219,0,20,F0234.MID1.MID5,,fs,0
